label,mean_abs,std_dev,peak_to_peak,kurtosis_data
0,0.060919775390625,0.07734228926780076,0.813,0.4843217611881623
0,0.06096416015624999,0.07739667641153741,0.835,0.44941512079219237
0,0.06019912109375001,0.07596992815109205,0.694,0.2985831400319756
0,0.061614990234375,0.0781090853466685,0.737,0.3479309532451049
0,0.06209091796874999,0.07864043941895045,0.7789999999999999,0.41299062915361917
0,0.060782714843749995,0.07709218438354404,0.669,0.3950734414213919
0,0.06226416015624999,0.07926025001588238,0.777,0.47239362493033044
0,0.060654931640625,0.07691473137716869,0.7689999999999999,0.3944622448109758
0,0.060836083984375,0.07717660830160832,0.774,0.37800827777844237
0,0.060680615234375,0.07697548805816472,0.752,0.43648657223523335
0,0.060812451171875004,0.07742266494287933,0.8420000000000001,0.4911372191123604
0,0.060510986328124995,0.0766164975079725,0.7130000000000001,0.34600497216470494
0,0.060512841796874994,0.07693101411986752,0.755,0.4469901117158317
0,0.06074648437500001,0.07728708668930986,0.825,0.4880416166718633
0,0.059399853515625003,0.07572478230967107,0.861,0.5881648615563311
0,0.06052802734375,0.07666611091522911,0.74,0.3623983965568214
0,0.060770068359375005,0.07736800711452542,0.8029999999999999,0.5401611783934817
0,0.061740966796875,0.07793970891358244,0.781,0.3260740035745182
0,0.06189384765625,0.07879662162435938,0.769,0.3948251135159331
0,0.061242285156250006,0.07753322072782182,0.7250000000000001,0.34016117779744404
0,0.060409228515625,0.0768620850433046,0.694,0.44613462626943257
0,0.061592333984375004,0.07822026971915784,0.854,0.4445772787585356
0,0.060021533203125,0.076706570747191,0.808,0.6543006059840124
0,0.060835693359375,0.07737065656039942,0.786,0.38635508272233343
0,0.060486035156250006,0.07695148303664459,0.71,0.44905515943385454
0,0.05913115234375001,0.07479142203837336,0.706,0.30274620550562537
0,0.060680371093750005,0.07730518236640493,0.904,0.58162761268939
0,0.06073251953125001,0.0767718692892115,0.716,0.31943993758112743
0,0.06110258789062502,0.07770301804785824,0.754,0.43935923864966187
0,0.060746923828125,0.07733765888729578,0.781,0.5730646490077822
0,0.06091245117187501,0.07684285540653787,0.755,0.26313045713724614
0,0.058880419921875,0.07489928008879172,0.718,0.44095646881747097
0,0.06084023437500001,0.0776150336067212,0.872,0.6069125322892983
0,0.061193359375,0.07776034071566805,0.721,0.42031091089811445
0,0.06205590820312501,0.07854299264982698,0.771,0.3801399430969199
0,0.06005683593750001,0.07594613449074082,0.732,0.3464396355508277
0,0.06057661132812501,0.07668904663489619,0.718,0.358155992917113
0,0.0593591796875,0.07501633557018661,0.767,0.3535492935283626
0,0.06148251953125,0.07822606699390491,0.755,0.5428820813815229
0,0.06067919921875,0.07743030001138924,0.764,0.5008486498061995
0,0.061474560546875,0.07829629476519134,0.845,0.5366345309682168
0,0.060369140625000005,0.07652371351325286,0.8029999999999999,0.3892193620919868
0,0.06107197265625001,0.0776539195149843,0.759,0.45086148262336545
0,0.05984189453125001,0.07569132158473815,0.774,0.39253390254036225
0,0.061092041015625,0.0779258334891341,0.749,0.5248632368505843
0,0.06035493164062501,0.07655343633445863,0.75,0.4165630099460307
0,0.06017919921874999,0.07637900854794992,0.867,0.4453741256774362
0,0.06026245117187501,0.07660424736225324,0.7010000000000001,0.4007797505176063
0,0.06067714843750001,0.0772601424092203,0.833,0.5316575196159739
0,0.061193310546875004,0.07761026090357093,0.7889999999999999,0.4422063380916783
0,0.060404492187500006,0.07680829639898158,0.8029999999999999,0.43609996973448073
0,0.059834130859375,0.07604144332532264,0.786,0.4773209140232173
0,0.059873095703125004,0.0760203773412639,0.708,0.44794546568858795
0,0.06104184570312501,0.07733958012969694,0.745,0.418356203515617
0,0.060097900390625014,0.07647438708791138,0.6950000000000001,0.47653814406220185
0,0.06013740234375,0.07626393747486522,0.718,0.387836383529768
0,0.061294384765625,0.0779639045172761,0.766,0.4254419235589375
0,0.059829248046875005,0.07603626725856104,0.782,0.4506324194814031
0,0.06034975585937501,0.07678033455909639,0.726,0.4783552562370219
0,0.0594951171875,0.07548887260011546,0.7569999999999999,0.39842733314306056
0,0.06227158203125001,0.07893320627478842,0.896,0.5276336298870357
0,0.060693359375,0.07720121432298076,0.766,0.48623241964420094
0,0.061147070312499996,0.07772789904953778,0.776,0.5105274416299461
0,0.06067783203125001,0.07726495728799573,0.825,0.6148985783371206
0,0.06058916015625,0.07666411801261451,0.832,0.4040831221348422
0,0.06125405273437501,0.07809946968492934,0.788,0.5378888733945129
0,0.061405859375,0.0778033027084582,0.798,0.40024557667388017
0,0.062207568359375,0.07916833869305943,0.74,0.45079434863515155
0,0.0603421875,0.07637200647852678,0.708,0.3466352920025497
0,0.060595703125,0.07709862999292606,0.784,0.44450532856110847
0,0.060213037109375,0.07616066037723133,0.752,0.33801379859629943
0,0.059976318359375,0.07631986587115701,0.73,0.47145812634496664
0,0.060206591796875,0.07633001267470356,0.72,0.3800510420069867
0,0.05925800781249999,0.07495282172648467,0.6839999999999999,0.3385783303104972
0,0.060104345703125006,0.07595488505746131,0.662,0.24450732740910164
0,0.05988364257812501,0.07634582203722166,0.884,0.6446447698043443
0,0.060052490234375,0.07614566658147008,0.711,0.34681160295797664
0,0.060548242187500004,0.07671784801069455,0.757,0.4102122577509011
0,0.061009326171875,0.07773648715807786,0.7929999999999999,0.5009742049448347
0,0.06148720703125001,0.07826863791312964,0.752,0.5043214057082972
0,0.061328515625,0.07768923353990882,0.767,0.36575096348616176
0,0.060148974609375,0.07646021146629738,0.71,0.414344141995989
0,0.061196533203125,0.07777577431787479,0.827,0.6014461458186253
0,0.059392431640625,0.07519706579186627,0.6559999999999999,0.30698502024014074
0,0.06043715820312501,0.0767530013997796,0.698,0.41097110395467995
0,0.060983251953125,0.07738122314840569,0.825,0.5054325389849681
0,0.06026875,0.07656727848982116,0.915,0.6014717502352931
0,0.06063632812500001,0.07675272619891595,0.679,0.28597461341432506
0,0.0598400390625,0.07587837229944051,0.751,0.37370992394610836
0,0.05975629882812501,0.07586668476711636,0.7809999999999999,0.5015377766649429
0,0.06006386718750001,0.07604416368123817,0.725,0.31566591755670315
0,0.0596734375,0.07557396193664329,0.8180000000000001,0.41613074153885377
0,0.059917236328125,0.07619034319695998,0.681,0.44214869250180344
0,0.060454345703125,0.07677978413331095,0.735,0.38489171953619294
0,0.05907358398437499,0.07514392636767131,0.7450000000000001,0.4884129775588759
0,0.061993652343750004,0.07890910375837852,0.913,0.530290575512856
0,0.06044736328125,0.07689229275459664,0.757,0.47765998914584573
0,0.06025131835937501,0.07644797579539568,0.742,0.4558731292846363
0,0.060385205078125004,0.07647612404907565,0.662,0.2582723095291377
0,0.061078271484375,0.07737615456144943,0.725,0.37563304390008767
0,0.06137294921875001,0.07845962608456153,0.877,0.6057349862672048
0,0.062010205078125005,0.07901711701244041,0.813,0.5919121753524377
0,0.0604716796875,0.07667042799410381,0.7030000000000001,0.3698641949707917
0,0.060983984375,0.07728679415519168,0.786,0.37357319475457196
0,0.060281494140625,0.07648046800168884,0.6739999999999999,0.34310003047300874
0,0.061896533203125007,0.07849631151655961,0.756,0.42456212283226824
0,0.0604455078125,0.07692072929692957,0.7769999999999999,0.5118109145356007
0,0.060856201171875,0.0773412657446424,0.81,0.528245856584737
0,0.06001259765625,0.07614734279532555,0.666,0.32545433705002935
0,0.06126215820312499,0.07759129125931354,0.756,0.4408628476384644
0,0.06060610351562501,0.0772118017399911,0.786,0.4886392346942525
0,0.06108330078125,0.07766006615308037,0.8300000000000001,0.5379390953077108
0,0.06134306640625,0.0777935571956996,0.7350000000000001,0.43705859107358735
0,0.061139453125,0.07726360632803746,0.703,0.2541945515228283
0,0.060455664062500004,0.0763540826791368,0.8280000000000001,0.3353471347991004
0,0.06175986328125001,0.07815524652281494,0.874,0.38044274489673047
0,0.060029638671874996,0.07614183026619212,0.6779999999999999,0.3194051922040413
0,0.059599658203125,0.07532484508450046,0.7010000000000001,0.2916771063217678
0,0.060474072265625,0.07686708111474644,0.715,0.40955980925092783
0,0.0597294921875,0.07546214599501065,0.671,0.3288086624212525
0,0.061590478515625005,0.07824885230540506,0.972,0.43988049954761266
0,0.059642333984375004,0.07545435316546495,0.757,0.34317254858303947
0,0.059424658203125015,0.07553468718263605,0.771,0.4429353349113323
0,0.06048623046875,0.07665135687649181,0.745,0.4250634087395855
0,0.06022690429687501,0.076737200128153,0.887,0.7083040858036118
0,0.06019072265625001,0.07608979643033326,0.722,0.34371284005047764
0,0.059485302734375,0.0751486834272887,0.669,0.26731500595413404
0,0.061540429687499995,0.07807122492633904,0.656,0.3541207352122204
0,0.060072363281250006,0.07632805872566212,0.8049999999999999,0.4990925057617095
0,0.061408789062500004,0.07782999554263909,0.755,0.349412751660938
0,0.060334765624999995,0.07657321002498375,0.745,0.4160923963921235
0,0.061819531250000004,0.07898807803620275,0.8180000000000001,0.6273356080180288
0,0.05926127929687501,0.07536050939328992,0.781,0.5084444464835771
0,0.060583691406249994,0.07720547781315475,0.7030000000000001,0.4005096065091718
0,0.059595996093750006,0.07528655729607739,0.7230000000000001,0.2905308522713739
0,0.06155981445312499,0.07812222617620639,0.872,0.5664490782766274
0,0.06117045898437501,0.07742304190688415,0.6890000000000001,0.2876786871169621
0,0.060975634765624995,0.07758341228359363,0.83,0.5162164874021524
0,0.061459423828125005,0.07771170832533071,0.752,0.3658649197381023
0,0.06009228515625,0.07655629609046088,0.798,0.5125468703141571
0,0.059943505859375,0.0761457171826727,0.793,0.381054399079956
0,0.0592443359375,0.07524764443192698,0.874,0.45147927313008207
0,0.06038212890625001,0.07651418403818844,0.754,0.35252962681830047
0,0.0604736328125,0.07657643296815494,0.7030000000000001,0.3462653410221592
0,0.062166455078124995,0.07862438808983879,0.791,0.3624940923308948
0,0.060528564453125,0.07700383419533723,0.845,0.5425193663094023
0,0.06018378906250001,0.07652579803399628,0.833,0.5200155088401144
0,0.060938330078125005,0.0773896824151287,0.7030000000000001,0.43190081038293116
0,0.059733007812499996,0.0758711009598973,0.847,0.5098311593414597
0,0.05966455078124999,0.0756129652894723,0.903,0.42220488142617674
0,0.05973803710937501,0.07584539467327026,0.74,0.3855004562475095
0,0.060894775390625,0.07718505169401052,0.742,0.35013309394085246
0,0.060446093750000006,0.07666136660171108,0.733,0.39745034059748496
0,0.060671582031250004,0.07667083221833441,0.869,0.454256780561586
0,0.05993408203125,0.07640126774314035,0.735,0.4621422075469619
0,0.06166845703125001,0.07803364064469648,0.7150000000000001,0.3311462198582431
0,0.06085458984375001,0.07730749201326231,0.73,0.42701086599625615
0,0.06080751953125,0.07692046829570813,0.747,0.320109256981544
0,0.061980712890625,0.07888717205163497,0.8029999999999999,0.5186211330341539
0,0.061027929687499996,0.07746037066070563,0.728,0.4064589681713531
0,0.060548193359375,0.07686808002580686,0.749,0.4088430650331287
0,0.06128935546875001,0.07739387126679906,0.642,0.21209746554701248
0,0.06117880859375,0.07761845480901686,0.8009999999999999,0.4663598030208287
0,0.06173798828125,0.07842634470312429,0.713,0.39031522506951166
0,0.061184326171875004,0.07745103192683972,0.916,0.39815988514681777
0,0.060832666015625016,0.0769863685436662,0.796,0.3219624132001542
0,0.059829638671875005,0.0759900835864513,0.679,0.3787525414114188
0,0.06106723632812501,0.0773580671906957,0.728,0.3420917702434818
0,0.061001904296875006,0.07754091329985661,0.754,0.4734358466541311
0,0.06041362304687501,0.07698179360874721,0.743,0.447202651604071
0,0.05996123046875,0.0763151552089869,0.733,0.4471539298962406
0,0.06019365234375,0.07639013810918444,0.845,0.5469289750901192
0,0.06152353515625001,0.07819087792379231,0.782,0.40368368534336563
0,0.061168798828125,0.07758871592333583,0.73,0.3791111272392764
0,0.06085590820312501,0.07715302673181239,0.84,0.3713008615841109
0,0.061240966796875004,0.07782723749792411,0.8300000000000001,0.5050743337064105
0,0.060006494140625,0.0761109060021734,0.7110000000000001,0.3286110755448455
0,0.061500781250000004,0.07808635380561539,0.784,0.42558587856816343
0,0.060510986328124995,0.07644353036305476,0.737,0.35054667928770566
0,0.061434863281249995,0.07782119996755746,0.725,0.30035065706366915
0,0.061867724609374994,0.07807434200224268,0.735,0.2668683879683278
0,0.061620410156250006,0.07850798225341203,0.659,0.3653585893301865
0,0.06088505859375,0.07738626662201734,0.878,0.5063321280777151
0,0.06074467773437501,0.07705413826998973,0.8300000000000001,0.4444705851182156
0,0.06134833984375001,0.0778242708058665,0.749,0.39565238708172235
0,0.06020771484375,0.0761645793330435,0.742,0.371201721911139
0,0.0608783203125,0.0768690770353883,0.796,0.30749474025222057
0,0.059485205078125006,0.07562072541757292,0.755,0.48816477088484245
0,0.060624511718749996,0.0770758804201095,0.779,0.47452227231467026
0,0.06126865234375001,0.07810519464754627,0.823,0.46552930585791374
0,0.05971533203125,0.07614653613777954,0.774,0.5528697268991065
0,0.0607826171875,0.07729347099574023,0.755,0.4825257504421647
0,0.060064697265625,0.07585974810540545,0.767,0.2798720451744803
0,0.06013188476562501,0.07618124575959567,0.71,0.3237082059057306
0,0.05983247070312501,0.07573095783938527,0.659,0.3518243628605009
0,0.059942089843750004,0.07606733812948373,0.76,0.4018811172873735
0,0.0617685546875,0.07858706183877948,0.754,0.4397530049606644
0,0.06061796875000001,0.0765144536641916,0.764,0.30756512844638406
0,0.060332958984375004,0.07652201468840958,0.782,0.42756084971696895
0,0.06055107421875,0.07693216036150162,0.7809999999999999,0.47217074075070053
0,0.060466162109375,0.07663639959969533,0.762,0.4292422492209682
0,0.060803271484375,0.07716882335360903,0.771,0.3573263428988387
0,0.05950224609375001,0.07546582072819967,0.757,0.38032259689892367
0,0.061728955078125,0.0784624556589328,0.708,0.4162216058917836
0,0.06114384765625001,0.07743160658657343,0.8109999999999999,0.4381933427723923
0,0.061066650390625,0.07741707682889115,0.81,0.4181568338101229
0,0.061123876953125,0.07722561830806902,0.7829999999999999,0.31077503265156325
0,0.05973530273437501,0.07561313234411028,0.732,0.30545519863093284
0,0.05989277343750001,0.07611742512710191,0.737,0.4668559319086989
0,0.06193354492187501,0.07854463601399202,0.872,0.3615217429430797
0,0.06150473632812501,0.07787101639637431,0.703,0.3905431033629876
0,0.061249609375,0.07767480236110584,0.784,0.417840869010627
0,0.06162392578125,0.07784221688364598,0.7789999999999999,0.2996620795127183
0,0.059832861328125,0.07569174249187224,0.7030000000000001,0.3175699833688572
0,0.06017080078125,0.07636667246369643,0.8180000000000001,0.48682290406817463
0,0.06106171875000001,0.07734669556984736,0.838,0.40520456329289845
0,0.06151791992187501,0.07839245707829429,0.73,0.493499202297464
0,0.060233154296875,0.07626764924815639,0.8180000000000001,0.4251022370903268
0,0.061496826171875,0.07819403477352323,0.696,0.4252786985695489
0,0.061527880859374995,0.07823877984354832,0.874,0.5410550470181565
0,0.06209296875000001,0.07881855954622202,0.833,0.4923650099388044
0,0.06052500000000001,0.07694264287393016,0.817,0.501785914417268
0,0.06178310546875,0.07867075856627526,0.808,0.49549582131231773
0,0.060192285156250004,0.07626238379295311,0.794,0.3915278701871774
0,0.06121874999999999,0.07756598740200223,0.679,0.35162553099311156
0,0.060750732421874995,0.07687960697280954,0.717,0.2979657430445224
0,0.060481689453125,0.07677815238829179,0.6759999999999999,0.39614492845074345
0,0.061139648437500006,0.07759947316682808,0.8160000000000001,0.43956678433765495
0,0.061593603515625,0.07804401241992166,0.681,0.40586676946250355
0,0.059919531250000005,0.07613279240530736,0.7030000000000001,0.38834967129472453
0,0.060994091796875004,0.07773737078082577,0.781,0.566700093050676
0,0.05991386718750001,0.07603163093844624,0.727,0.41783615697612975
0,0.060801806640625,0.07687708767655159,0.7,0.3496762549842871
0,0.060123730468750004,0.07623180554825466,0.749,0.3821786978973143
0,0.060857861328125006,0.07748024070667338,0.755,0.5782366156865968
0,0.060174658203124995,0.0768780283801128,0.7689999999999999,0.5470773142021708
0,0.0613154296875,0.07761809988513667,0.7230000000000001,0.3311799985725137
0,0.060545800781250006,0.07696297335359087,0.835,0.4282343784664375
0,0.061403076171875,0.07811699363331163,0.827,0.5572219183026546
0,0.06031049804687501,0.07651611202208855,0.7689999999999999,0.44631979377065445
0,0.061759472656250015,0.07841127565900609,0.754,0.4749347955380534
0,0.06099384765625,0.07777931005189798,0.8160000000000001,0.5191691228606832
0,0.060786523437500004,0.0772861356750234,0.6990000000000001,0.3969041106344453
0,0.061414111328125,0.07810925747846724,0.765,0.44814243720393154
0,0.06244853515625,0.07920803258770218,0.776,0.35898690771115227
0,0.059459277343750006,0.07536018552169875,0.825,0.5001967130650411
0,0.060735205078125,0.07694237300236206,0.708,0.3559125944069117
0,0.059924365234375,0.07618175124586309,0.823,0.5239826539737651
0,0.06184033203125,0.07852223161525393,0.705,0.36186418762455075
0,0.06068583984375,0.0770128733379006,0.749,0.39812301791803595
0,0.06126445312499999,0.07779473440246679,0.742,0.43199784236532235
0,0.06081533203125,0.07699636036358601,0.749,0.4120063063697388
0,0.05999589843749999,0.07603351053492233,0.747,0.42089091311293725
0,0.06110375976562501,0.07761152632757344,0.7030000000000001,0.4177640583898037
0,0.06157539062499999,0.07823235565931684,0.794,0.462614995853301
0,0.06203159179687501,0.07846343012353105,0.7909999999999999,0.3663784441404645
0,0.061577099609375005,0.07776679646355235,0.732,0.29535701365171985
0,0.060446923828125,0.07650616999469977,0.7030000000000001,0.35526277295406405
0,0.061389013671875006,0.07768720809548703,0.7929999999999999,0.4379526468945034
0,0.060815283203125,0.07691784505126578,0.696,0.4162375296755685
0,0.061808251953125004,0.07839013968553384,0.808,0.44322064491886604
0,0.06015454101562501,0.07633647011622328,0.715,0.3836154471369735
0,0.06073818359375001,0.07683881242635635,0.767,0.3601853709222538
0,0.060311572265625,0.07685214338209696,0.737,0.47939329223455873
0,0.061462353515625,0.07815712687331831,0.759,0.4221871397231123
0,0.061589453125000006,0.0782394068899253,0.7709999999999999,0.47184744365062325
0,0.0601255859375,0.07595500572941341,0.774,0.30438619570477954
0,0.061396142578125,0.07754249215087042,0.735,0.272213678600965
0,0.06144804687500001,0.07731367956811282,0.761,0.2258166101647494
0,0.060296923828125,0.07650491219623855,0.777,0.4724327312404091
0,0.06168808593749999,0.07872387918744708,0.888,0.6552318596666904
0,0.059888525390625,0.07562268242617169,0.742,0.2940289000270888
0,0.061401806640625,0.0776324653549241,0.701,0.3089038176237886
0,0.061594482421875,0.07829359630142696,0.796,0.4207031177532925
0,0.061064697265625,0.07746422337313492,0.783,0.4261150547702037
0,0.060347949218749995,0.07661337986162496,0.755,0.41426243038844524
0,0.059197363281250005,0.07509976364459194,0.74,0.4322386192221237
0,0.059457177734375,0.07497681350459298,0.703,0.264094651949371
0,0.060333544921874996,0.07636214150477158,0.713,0.332808431759835
0,0.061313574218750014,0.0778484444935067,0.718,0.3784283215736437
0,0.05925786132812501,0.07525292848292316,0.794,0.43813676578415883
0,0.06238193359375001,0.07915147318116678,0.752,0.41325990616012565
0,0.06140317382812501,0.07800105820352181,0.74,0.34814837459687187
0,0.061934033203125,0.0782297576242485,0.73,0.3212339905021637
0,0.06097177734375001,0.07754587012035527,0.796,0.5701837051718384
0,0.06081928710937501,0.07687381427959207,0.73,0.36326545631774865
0,0.060480517578125004,0.07673297177188527,0.786,0.3774049694681145
0,0.060902587890625005,0.07703683378953455,0.73,0.33766053420515485
0,0.060321875000000004,0.07645715623248507,0.723,0.40368314859793664
0,0.061469580078124995,0.07802320488327184,0.8400000000000001,0.49550169457822246
0,0.060384716796875,0.07647613594591682,0.6890000000000001,0.32143393913664564
0,0.061996240234375,0.0786808722778091,0.883,0.5518785151478065
0,0.060782568359375,0.07719535987180028,0.764,0.42249302572013914
0,0.060760888671875,0.07665643399961015,0.788,0.30615492979033476
0,0.05958745117187501,0.07556877706675667,0.742,0.389790037405521
0,0.060476074218749995,0.07640429061505413,0.718,0.27409504741691926
0,0.06076538085937501,0.07734805877568478,0.708,0.46867986441406906
0,0.060550976562500004,0.07671429012964165,0.891,0.4150533719613865
0,0.06115634765625,0.07785117202077461,0.81,0.5209914178339541
0,0.05999667968750001,0.07609349942401462,0.8300000000000001,0.46806435398399415
0,0.06182353515625001,0.0784287645702927,0.76,0.39247062477379524
0,0.061579003906250006,0.07837120333241189,0.732,0.4702673332381755
0,0.06012680664062501,0.07638111651411816,0.75,0.4155701252808761
0,0.06092690429687501,0.07755393472743673,0.7250000000000001,0.41610777262515786
0,0.06042661132812501,0.07628622661353195,0.749,0.259737428643497
0,0.059454638671875004,0.07533387721343443,0.744,0.46059922045061397
0,0.0606060546875,0.07681343412124615,0.6930000000000001,0.2964954180069941
0,0.061344287109375006,0.07785398787240526,0.715,0.4005970384193849
0,0.06121801757812499,0.0775262621555561,0.862,0.41182245684681895
0,0.06043359375,0.0766363670204398,0.75,0.4049766158613508
0,0.060959863281250005,0.07752790160446214,0.857,0.59416197100937
0,0.061008349609375,0.07746586924757592,0.7230000000000001,0.3910969739121195
0,0.060600146484375006,0.07694450865242865,0.7909999999999999,0.4719871514500311
0,0.06161357421875,0.07824615573099228,0.717,0.3734058194569596
0,0.059737695312500005,0.07573919520095079,0.745,0.39367813098355287
0,0.059270117187500006,0.07493482740432615,0.6910000000000001,0.3035741644560339
0,0.05980400390625,0.07598874676957491,0.862,0.5926312705867858
0,0.061270361328125,0.07783000887917607,0.837,0.4691571133496648
0,0.06143388671875,0.07774252606442102,0.718,0.31991028155765777
0,0.060029296875000006,0.07607377332562755,0.774,0.42323338040355285
0,0.06137993164062501,0.07789516199424248,0.728,0.36960954395167844
0,0.0608064453125,0.07684182412407498,0.788,0.3818657000263892
0,0.060473779296874995,0.07672148901858732,0.698,0.3646884901407135
0,0.0599376953125,0.07580981683692348,0.716,0.33242199799785155
0,0.06177529296874999,0.07843447478830728,0.869,0.56474034220826
0,0.061136816406249996,0.07728906543416653,0.725,0.25864743757069686
0,0.06111855468750001,0.07736674024999435,0.698,0.3167613458612375
0,0.060760546875,0.076993353364847,0.742,0.3112997957537105
0,0.059349609375,0.07519694246755879,0.662,0.3649192576756848
0,0.060456201171875,0.0768513764208974,0.764,0.40478293715094704
0,0.060123291015625004,0.07632668791276483,0.764,0.44490280527972814
0,0.059873291015624996,0.07583678928931606,0.747,0.3650362834636387
0,0.059211523437500004,0.07508954347002032,0.76,0.36803551699047077
0,0.06146669921875001,0.07797442105718311,0.847,0.42318121122703456
0,0.061616796875000004,0.07794851689857768,0.698,0.267938429937038
0,0.061251416015625004,0.07795797068379691,0.791,0.4842177956348408
0,0.06140732421875,0.07780539202692423,0.708,0.33710919095959824
0,0.062247900390625,0.07894798468926638,0.7569999999999999,0.3611321322444012
0,0.061873583984375,0.07861573341707276,0.8029999999999999,0.4299032321679883
0,0.06089462890624999,0.07724088423093915,0.789,0.43830608328698695
0,0.060629443359375014,0.07684139323661317,0.759,0.30778397737436824
0,0.061670654296874995,0.07857582593853027,0.813,0.5275230618433251
0,0.058806298828125006,0.07403929221890163,0.615,0.16086555119316115
0,0.06097724609375001,0.07716845280685904,0.698,0.336034830856613
0,0.060900048828125,0.0775906284267439,0.84,0.5830624514456058
0,0.059427587890625,0.07533174187904663,0.766,0.3873433248055256
0,0.06044697265625001,0.07655518025835775,0.738,0.32951908124459095
0,0.05829340820312501,0.07397529265166018,0.659,0.346576183254911
0,0.060828369140625005,0.07722067285270202,0.72,0.412106396846204
0,0.0604595703125,0.07635722828457163,0.6910000000000001,0.22272780378887358
0,0.060357275390625,0.0765308513325829,0.7030000000000001,0.3681107468870848
0,0.060023583984375,0.07620485338525151,0.664,0.31402076871710305
0,0.060301708984375,0.07609641988617473,0.6859999999999999,0.23864300736866229
0,0.059980029296875,0.07620723124968688,0.81,0.48025107600364203
0,0.060738818359375,0.07705428508089941,0.75,0.40568717581923464
0,0.06074658203125001,0.07745006227971006,0.96,0.6670576458997246
0,0.060095361328125006,0.0760862482384238,0.73,0.3022605356791521
0,0.06008349609375001,0.07632856509656741,0.723,0.4431342835395671
0,0.060696484375000005,0.07703638582941937,0.694,0.36952452332865526
0,0.060730517578125,0.07697260397835007,0.6990000000000001,0.3919277969191701
